串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-17
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-17
麒麟、甜蜜蜜,1.60,2.05,2.50,西瓜类,斤,2021-07-17
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-17
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-17
甜王,1.00,1.25,1.50,西瓜类,斤,2021-07-17
硒沙瓜,1.20,1.35,1.50,西瓜类,斤,2021-07-17
蜜童,1.60,1.80,2.00,西瓜类,斤,2021-07-17
墨童西瓜,1.60,1.70,1.80,西瓜类,斤,2021-07-17
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-07-17
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-17
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-17
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-17
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-16
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-16
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-16
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-16
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-16
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-16
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-16
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-16
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-16
红金龙,3.50,4.50,5.50,芒果类,斤,2021-07-16
热龙芒果,3.50,3.75,4.00,芒果类,斤,2021-07-16
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-16
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-07-16
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-16
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-16
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-16
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-16
金煌芒果,3.00,3.50,4.00,芒果类,斤,2021-07-16
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-16
